	rab.all	rab.win.S	rab.win.W	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
YIL051C	3.65554660258813	3.46824588445271	4.22616151682107	0.741695413194204	0.407179373993295	1.85674508812524	0.00175147641157519	0.00649122460908842	0.0525511466994135	0.00252525252525253	0.0288760999853479
YIL052C	3.8761697122332	4.27159650129737	3.52184459878431	0.633700755928988	1.62523538550368	0.33288334484169	0.400005424020998	0.572505496477468	0.783996671564824	0.653409090909091	0.869176238884721
YIL053W	5.99770070608982	6.41442749137963	4.7644526386945	-0.634743103857146	1.4676977252091	-0.695510546991025	0.15003570233448	0.12073915357576	0.338918893338647	0.0705492424242424	0.237347624130058
YIL054W	-6.28951314006848	-5.59074490278065	-8.05250129642254	-1.95935383360351	2.75753552786868	-0.775985266850329	0.219532473904943	0.132561279523325	0.308780737870202	0.161931818181818	0.335263899139642
YIL055C	0.298666700133214	0.522482020592347	-0.181920912305578	-0.688588854194976	0.504285492596663	-1.26095205066764	0.125044570363034	0.0117630949204649	0.075802243797869	0.0219381313131313	0.109683872784201
YIL056W	1.49094226135297	0.979254828565858	2.9080406147008	1.15073755935952	1.13684984289995	1.16441220371834	0.125044570363034	0.0434860680552432	0.175850569468909	0.045770202020202	0.179782053451863
YIL057C	-2.69275471898851	-2.71294934833982	-2.60111109772006	0.0916470476968998	1.16451159210532	0.0580800253380225	0.425003995233639	0.645079899119838	0.800791281196142	0.724589646464647	0.866964145031975
YIL060W	-0.923477173673485	-0.854507954725921	-1.14665310003827	-0.198267915848226	1.12996391633649	-0.199343409974638	0.41463850431674	0.740878024564674	0.876603806702672	0.694444444444445	0.875111714025193
YIL061C	-0.696487852206668	-0.815413322157446	-0.600828839381576	0.200883423002296	0.461392598537514	0.470038438532207	0.268307305172865	0.495205503874934	0.713135414299276	0.381628787878788	0.633140387778053
YIL062C	2.18849381527145	2.21866287242112	1.85866079481394	-0.312754439583204	0.742137064561599	-0.416724647376861	0.325010383765953	0.498316486223295	0.732028751982059	0.354482323232323	0.640907819241535
YIL063C	0.939351032312539	0.993994646393236	0.895297435856354	-0.0979375539362968	0.304224457975494	-0.191511764375374	0.375006942634908	0.665288267953854	0.829186317020565	0.515782828282828	0.76372578986177
YIL064W	0.500001272265263	0.328079563783229	0.913518307754188	0.525379903444193	0.4083734423848	1.27509055529657	0.1000577262803	0.0291685268683626	0.129057443440583	0.0359848484848485	0.144375173800877
YIL065C	0.909854697522328	0.973666041181781	0.753837336497655	-0.278649407112997	0.374640254180551	-0.705800302389173	0.250017353084383	0.192833487241377	0.434788867686819	0.253945707070707	0.51217346203011
YIL066C	-1.60454374501242	-1.41593195046853	-1.76343366425082	-0.345097819482614	0.361315236732508	-0.916945372698756	0.195145994153606	0.0772758556633842	0.228452059701388	0.119949494949495	0.302174075928345
YIL067C	0.702592127985624	0.942351175601599	0.51438955003692	-0.367335936123948	0.291249679276636	-1.14553929271873	0.0750794211284538	0.0209331805175712	0.10405573952364	0.0206755050505051	0.104436312475015
YIL068C	0.476739474483613	0.477232249989285	0.470617453957017	-0.0248493217095733	0.255342988842886	-0.0328525033643773	0.463416457194513	0.445418042930201	0.677867590632339	0.690498737373737	0.855715856344865
YIL069C	3.75440733829958	3.97724167557289	3.53978429881583	0.387999422009807	1.28928513672938	0.247464168268973	0.425003995233639	0.54761921515463	0.767203616046813	0.711963383838384	0.88906482731766
YIL070C	0.61680352947031	-0.0939324194939015	0.885518236001746	1.10188807791051	0.496769846506217	1.61293108339109	0.0501221854103181	0.00531444375527761	0.0453991609318646	0.021780303030303	0.106984067090327
YIL071C	0.0881761582255853	-0.211601411324249	0.190048017587638	0.137724040358616	0.534158608163031	0.353310352642841	0.350008582743217	0.329662135750431	0.583216484740961	0.511521464646465	0.756069340569952
YIL072W	-2.16552625337085	-2.10301719902863	-2.34505240203306	-0.0384588894630786	0.806572832252181	-0.0394086110863763	0.487805482839447	0.771640403274416	0.887057358047105	0.826546717171717	0.930925786859401
YIL073C	-0.709833563870021	-0.836060912015812	-0.628136755129612	0.030866491416913	0.526799229885527	0.0609696373792915	0.463416457194513	0.652523548684684	0.806269455874058	0.72885101010101	0.869211573946874
YIL074C	2.07796430690323	2.68765398387938	1.3610594565849	-0.948745328118152	0.909862209824383	-1.03212204849444	0.200024397482589	0.0478488545891232	0.187079271873868	0.0855429292929293	0.266788093377864
