	logFC	logCPM	F	PValue	FDR
YAL063C	-0.329776501645427	5.4988461720898	1.97870721873574	0.181253486389288	0.519325547798671
YAL063C-A	-0.692770276853661	0.562970576315584	1.74802922925311	0.207240115118853	0.547687412029807
YAL064C-A	-0.787641771830078	2.45746345614016	4.83811752229497	0.0450668427259409	0.227341297675759
YAL064W	-0.507353386188584	0.725660008019777	1.14155695657133	0.317890989255101	0.65867287242704
YAL064W-B	-0.651316929207095	1.77043161736963	3.01001216504177	0.113193860756923	0.400004303170384
YAL065C	-0.77251448029613	1.9302758534994	3.8432961070816	0.070076474567516	0.298793473947502
YAL067C	-1.31033752506056	2.1250637446081	24.4952528382278	0.001212068259972	0.0156060075132494
YAL067W-A	0.501669163994536	-0.419460139698393	0.342798932436152	0.567501278959917	0.834576525408826
YAL068C	0.522010676402274	1.32959171258181	1.35274424699498	0.264167311194281	0.612181603163445
YAR002C-A	0.0254258682583962	7.82238247562279	0.0234610563615574	0.927522104896427	0.980211476507995
YAR002W	0.260297894885691	6.7887228532056	1.54811887650884	0.311139505059097	0.653823089217577
YAR003W	-0.539174304479648	5.68132973094766	4.04489209263337	0.0638912044533385	0.284439608922108
YAR007C	-0.54967324827601	6.36819167975925	17.0866636941209	0.0309879059232709	0.176125004484412
YAR008W	-0.644092520040582	5.41998604998234	6.36501423941264	0.0243090544682278	0.147903913754727
YAR009C	2.24912688593731	7.35285558719652	98.7626573643074	9.74970260554407e-08	1.59228037815807e-05
YAR010C	0.423946341720103	6.53384298792825	3.53908132716229	0.0927980569612443	0.357293482572658
YAR014C	-0.0803316094195884	6.97438492675323	0.255428387403356	0.759400758264099	0.928652697421604
YAR015W	0.985683523931842	7.64391304155007	13.4704229169459	0.00250712062369711	0.0280345776408366
YAR018C	-0.017021361806527	5.65211612620057	0.00994160133420294	0.944356308592358	0.985153009098029
YAR019C	-0.180048335468175	5.59883106131508	0.346156958781615	0.565632588229115	0.833348296700664
YAR020C	-0.253012190268973	3.47851620536591	0.243948343198222	0.628998464183135	0.863620457681534
YAR023C	0.0244443373683635	3.16059874372958	0.00686392563336612	0.941901912002593	0.984430103439939
YAR027W	0.0128694196392873	6.55772869544186	0.00516144939495668	0.95964289922462	0.988944824624448
YAR028W	-0.40641488940336	5.20738024535709	3.45193365109457	0.107459712599424	0.389314055103344
YAR029W	0.678443984685808	2.65082193019893	4.10961089550764	0.0620446250021249	0.279585444053103
YAR031W	0.133031687061176	5.02198530308002	0.920828754891624	0.603048659193643	0.851734178187471
YAR033W	0.00835050530869072	4.86915840964239	0.00322709015939259	0.974624071876333	0.992536427644326
YAR035C-A	-0.124323495117611	0.0548558281573467	0.0444856127370058	0.839086199599692	0.953106084030036
YAR035W	-1.81187746322752	5.10654179417422	16.4347254891605	0.00117531782987714	0.0151958801087865
YAR042W	-0.330281481776511	7.5609989445791	0.905673688744097	0.357346030979683	0.697167390210598
YAR050W	-0.390213403767417	5.26404924139157	2.17329353412775	0.162470770757443	0.490776561450552
YAR061W	-0.792065486603254	0.158678277885392	1.67241520583849	0.216789123384441	0.557921422892088
YAR062W	0.270152840701198	0.864779864812484	0.232205625533809	0.637310891950853	0.868207765338606
YAR064W	-0.113795423071269	1.72890035129597	0.159601493859682	0.779756871638667	0.933662192820677
YAR066W	-0.566165880970455	2.87880032964276	2.38326217064272	0.144855139351195	0.462671639121728
YAR068W	-1.4377754943976	4.75596484082698	22.5132608876306	0.000310272668775441	0.00571802284218517
YAR071W	4.04460587106474	7.0118575403179	228.113879517405	4.4060072677488e-10	3.03818678929434e-07
YBL001C	-0.386489205290538	6.75341486654874	0.510814150219811	0.486489819315603	0.791918923331058
YBL002W	0.294284215427165	8.72308894351515	1.65218736961695	0.346486461272061	0.688297952200263
YBL003C	-0.273387136363399	8.93820735419272	0.150104172907337	0.704239904525763	0.902271984234181
YBL004W	0.523552814117195	7.10821093285472	7.37434964675538	0.0461604155078537	0.231032528623648
YBL005W	1.42750666084012	5.98397135091159	147.3027567466	7.74504016719449e-09	2.82739525162406e-06
YBL005W-B	2.01677233558054	7.31247650607934	92.5370532874341	1.45810106363739e-07	2.0919041446869e-05
YBL006C	0.0340028223140572	7.52493044607106	0.0327635430879921	0.900773675625589	0.974598833562626
YBL007C	-0.406817394622078	8.48102215729854	4.47153035062111	0.183263002477933	0.520321240931465
YBL008W	-0.183532069982856	5.31302067555417	0.763006408566707	0.456657123566457	0.77453241564729
YBL008W-A	0.459511066321631	-0.153549350185777	0.311344704566808	0.585635706809019	0.843797723848712
YBL009W	0.22791029537236	5.09086895459392	1.49020250709151	0.367065590798877	0.70679772153206
YBL010C	-0.304054629609207	5.37570925131078	0.82064140471882	0.380261626007512	0.715529913940899
YBL011W	-0.304697060408131	7.75589005450554	3.38259887236298	0.276055626886737	0.627556967262365
YBL013W	-0.543404624128101	2.5858389506769	1.8471690260993	0.195524460739963	0.533842852332693
YBL014C	0.207686425166932	4.93448891636014	0.571618221316641	0.46210208929217	0.777239576423738
YBL015W	-1.16766186611075	6.99885813742907	28.6298619972196	0.00010099017844505	0.0024675001867322
YBL016W	0.487739003082176	6.44293367522252	3.77904105154133	0.0721959532211866	0.304380492996389
YBL017C	-0.366875196994727	8.07634053422129	5.79070422473464	0.203769830900949	0.544146114703653
YBL018C	0.0994637480425637	4.79074711840859	0.0397743719035743	0.844779069402751	0.955128239153484
YBL019W	-0.0677211870073314	4.67479089097275	0.138037362946403	0.801931513627017	0.937026554089993
YBL020W	-0.086664609696225	5.69855190543095	0.194999176960522	0.722359207961748	0.909876445019405
YBL021C	-0.0535364734322675	5.91128649525486	0.0786393329657634	0.827128320533676	0.94735369569128
YBL022C	0.173047782468662	7.50966938773407	1.1754995024807	0.524225446319015	0.810418078499158
YBL023C	-0.397433221190192	6.33388746628859	3.31590677358073	0.116114764648414	0.406434421549947
YBL024W	0.789043646080577	6.69826746799186	22.872471755392	0.00191372311184829	0.0227957113860471
